ID,Mitjana
0.0,200.0
0.005,199.86666666666667
0.01,199.86666666666667
0.015,186.26666666666668
0.02,182.8
0.025,174.7556
0.03,144.68893333333332
0.035,82.11120000000001
0.04,70.68253333333334
0.045,45.9612
0.05,39.91053333333333
0.055,42.19566666666667
0.06,30.741066666666665
0.065,27.68746666666667
0.07,23.158133333333332
0.075,15.398399999999999
0.08,13.307866666666666
0.085,11.704533333333332
0.09,9.899599999999998
0.095,8.518266666666666
0.1,6.8907333333333325
0.105,6.2539333333333325
0.11,5.315333333333333
0.115,5.692666666666667
0.12,4.500533333333333
0.125,4.589066666666667
0.13,3.7282666666666673
0.135,3.3938
0.14,3.010933333333333
0.145,2.7373333333333334
0.15,2.533533333333333
0.155,2.171866666666667
0.16,2.0757333333333334
0.165,1.8748666666666662
0.17,1.7951333333333335
0.175,1.5898
0.18,1.3801333333333332
0.185,1.2717333333333334
0.19,1.1894666666666667
0.195,1.0862
0.2,0.9628666666666666
0.205,0.8539333333333332
0.21,0.8290666666666664
0.215,0.8317333333333333
0.22,0.7587333333333331
0.225,0.6561333333333333
0.23,0.5975333333333332
0.235,0.5638
0.24,0.5199333333333334
0.245,0.4784666666666667
0.25,0.4216666666666667
0.255,0.383
0.26,0.3694666666666666
0.265,0.3285333333333334
0.27,0.2903333333333334
0.275,0.2760666666666667
0.28,0.26380000000000003
0.285,0.22853333333333334
0.29,0.22693333333333332
0.295,0.21619999999999998
0.3,0.1836
0.305,0.19786666666666666
0.31,0.17586666666666667
0.315,0.16239999999999996
0.32,0.14853333333333332
0.325,0.14106666666666667
0.33,0.12539999999999998
0.335,0.12313333333333333
0.34,0.12240000000000001
0.345,0.10559999999999999
0.35,0.09579999999999998
0.355,0.10079999999999999
0.36,0.09053333333333334
0.365,0.08693333333333333
0.37,0.09393333333333334
0.375,0.08193333333333333
0.38,0.07186666666666668
0.385,0.06786666666666669
0.39,0.06146666666666668
0.395,0.056600000000000004
0.4,0.064
0.405,0.06033333333333335
0.41,0.05200000000000002
0.415,0.057000000000000016
0.42,0.05593333333333335
0.425,0.05306666666666668
0.43,0.04553333333333334
0.435,0.04433333333333333
0.44,0.03866666666666667
0.445,0.04066666666666667
0.45,0.044733333333333326
0.455,0.03933333333333334
0.46,0.04213333333333334
0.465,0.029733333333333327
0.47,0.028200000000000003
0.475,0.031066666666666666
0.48,0.027733333333333332
0.485,0.03133333333333334
0.49,0.0228
0.495,0.02533333333333334
0.5,0.021133333333333337
0.505,0.023866666666666665
0.51,0.019666666666666673
0.515,0.02246666666666667
0.52,0.01906666666666667
0.525,0.020466666666666668
0.53,0.016866666666666665
0.535,0.017333333333333333
0.54,0.014066666666666665
0.545,0.019000000000000003
0.55,0.015400000000000002
0.555,0.01626666666666667
0.56,0.012533333333333334
0.565,0.0142
0.57,0.011000000000000003
0.575,0.015533333333333333
0.58,0.013066666666666666
0.585,0.010333333333333335
0.59,0.010333333333333333
0.595,0.0108
0.6,0.010733333333333336
0.605,0.01146666666666667
0.61,0.010866666666666667
0.615,0.008066666666666668
0.62,0.007
0.625,0.006333333333333333
0.63,0.007666666666666666
0.635,0.006
0.64,0.006333333333333333
0.645,0.004666666666666666
0.65,0.0077333333333333325
0.655,0.005666666666666667
0.66,0.0084
0.665,0.004333333333333333
0.67,0.005333333333333332
0.675,0.004666666666666667
0.68,0.0036666666666666666
0.685,0.0036666666666666657
0.69,0.0036666666666666666
0.695,0.005666666666666667
0.7,0.0023333333333333335
0.705,0.002
0.71,0.0026666666666666666
0.715,0.0013333333333333333
0.72,0.003
0.725,0.001
0.73,0.0030000000000000005
0.735,0.0013333333333333333
0.74,0.0006666666666666666
0.745,0.0013333333333333333
0.75,0.0016666666666666668
0.755,0.001
0.76,0.0016666666666666668
0.765,0.001
0.77,0.0016666666666666668
0.775,0.0016666666666666668
0.78,0.0003333333333333333
0.785,0.0016666666666666668
0.79,0.0003333333333333333
0.795,0.0003333333333333333
0.8,0.0003333333333333333
0.805,0.0
0.81,0.0003333333333333333
0.815,0.0006666666666666666
0.82,0.0
0.825,0.0003333333333333333
0.83,0.0003333333333333333
0.835,0.0
0.84,0.0003333333333333333
0.845,0.0003333333333333333
0.85,0.0
0.855,0.0
0.86,0.0
0.865,0.0
0.87,0.0
0.875,0.0
0.88,0.0
0.885,0.0
0.89,0.0
0.895,0.0
0.9,0.0
0.905,0.0
0.91,0.0
0.915,0.0
0.92,0.0
0.925,0.0
0.93,0.0
0.935,0.0
0.94,0.0
0.945,0.0
0.95,0.0
0.955,0.0
0.96,0.0
0.965,0.0
0.97,0.0
0.975,0.0
0.98,0.0
0.985,0.0
0.99,0.0
0.995,0.0
